p_end,e_end,log_likelihood,delta_log_likelihood
0.7041666666666667,0.575,-49012.759287934154,139.6699185315083
0.7041666666666667,0.58125,-49023.721932699365,150.63256329672004
0.7041666666666667,0.5875,-49035.08050116837,161.99113176572428
0.7041666666666667,0.59375,-49046.83174623828,173.74237683563115
0.7041666666666667,0.6000000000000001,-49058.97248693538,185.88311753273592
0.7041666666666667,0.60625,-49071.499606716345,198.41023731369933
0.7041666666666667,0.6125,-49084.41005182709,211.32068242444802
0.7041666666666667,0.61875,-49097.70082971667,224.61146031402313
0.7041666666666667,0.625,-49111.36900750416,238.27963810151414
0.7041666666666667,0.6312500000000001,-49125.411710496264,252.3223410936189
0.7041666666666667,0.6375,-49139.82612075368,266.7367513510326
0.7041666666666667,0.64375,-49154.609475704085,281.5201063014392
0.7041666666666667,0.65,-49169.75906680025,296.6696973976068
0.7041666666666667,0.65625,-49185.272238221085,312.1828688184396
0.7041666666666667,0.6625000000000001,-49201.14638561428,328.0570162116346
0.7041666666666667,0.66875,-49217.378954878746,344.2895854761009
0.7041666666666667,0.675,-49233.96744098534,360.87807158269425
0.7041666666666667,0.68125,-49250.90938683449,377.8200174318481
0.7041666666666667,0.6875,-49268.20238214928,395.1130127466313
0.7041666666666667,0.6937500000000001,-49285.84406240255,412.754692999908
0.7041666666666667,0.7,-49303.83210777705,430.74273837440705
0.7041666666666667,0.70625,-49322.164242156934,449.07487275428866
0.7041666666666667,0.7125000000000001,-49340.83823214997,467.74886274732125
0.7041666666666667,0.71875,-49359.85188613893,486.76251673628576
0.7041666666666667,0.7250000000000001,-49379.20305336136,506.1136839587125
0.7041666666666667,0.73125,-49398.889623016534,525.8002536138883
0.7041666666666667,0.7375,-49418.9095233987,545.8201539960573
0.7041666666666667,0.7437500000000001,-49439.260721055754,566.171351653109
0.7041666666666667,0.75,-49459.9412199722,586.8518505695538
0.7041666666666667,0.7562500000000001,-49480.94906077592,607.8596913732763
0.7041666666666667,0.7625,-49502.282319967475,629.1929505648295
0.7041666666666667,0.76875,-49523.9391091716,650.8497397689571
0.7041666666666667,0.7750000000000001,-49545.917574409774,672.8282050071284
0.7041666666666667,0.78125,-49568.21589539335,695.1265259907013
0.7041666666666667,0.7875000000000001,-49590.832284836506,717.7429154338606
0.7041666666666667,0.79375,-49613.764987788294,740.6756183856487
0.7041666666666667,0.8,-49637.01228098319,763.9229115805429
0.7041666666666667,0.8062500000000001,-49660.57247220952,787.4831028068729
0.7041666666666667,0.8125,-49684.44389969524,811.3545302925922
0.7041666666666667,0.8187500000000001,-49708.62493151029,835.5355621076451
0.7041666666666667,0.825,-49733.1139649853,860.024595582654
0.7041666666666667,0.83125,-49757.909426145794,884.8200567431486
0.7041666666666667,0.8375000000000001,-49783.00976916161,909.9203997589648
0.7041666666666667,0.84375,-49808.41347581101,935.3241064083631
0.7041666666666667,0.8500000000000001,-49834.11905495887,961.0296855562265
0.7041666666666667,0.85625,-49860.12504204878,987.0356726461323
0.7041666666666667,0.8625,-49886.42999860827,1013.3406292056243
0.7041666666666667,0.8687500000000001,-49913.03251176707,1039.9431423644273
0.7041666666666667,0.875,-49939.93119378782,1066.8418243851775
0.7041666666666667,0.8812500000000001,-49967.1246816089,1094.0353122062515
0.7041666666666667,0.8875,-49994.61163639893,1121.5222669962823
0.7041666666666667,0.89375,-50022.39074312277,1149.3013737201254
0.7041666666666667,0.9000000000000001,-50050.460710118496,1177.3713407158502
0.7041666666666667,0.90625,-50078.820268685,1205.7308992823528
0.7041666666666667,0.9125000000000001,-50107.46817268015,1234.3788032775046
0.7041666666666667,0.91875,-50136.40319812886,1263.3138287262118
0.7041666666666667,0.925,-50165.62414284103,1292.5347734383831
0.7041666666666667,0.9312500000000001,-50195.129826038916,1322.0404566362704
0.7041666666666667,0.9375,-50224.919087993796,1351.8297185911506
0.7041666666666667,0.9437500000000001,-50254.99078967146,1381.9014202688122
0.7041666666666667,0.95,-50285.343812386476,1412.2544429838308
0.70725,0.2,-49275.106232799924,402.01686339727894
0.70725,0.20625000000000002,-49251.79087810654,378.70150870389625
0.70725,0.21250000000000002,-49229.318643893515,356.22927449087
0.70725,0.21875,-49207.67357982925,334.58421042660484
0.70725,0.225,-49186.84030548578,313.7509360831318
0.70725,0.23125,-49166.803981985264,293.71461258261843
0.70725,0.23750000000000002,-49147.55028546805,274.4609160654072
0.70725,0.24375000000000002,-49129.065382239634,255.97601283698896
0.70725,0.25,-49111.335905466694,238.246536064049
0.70725,0.25625000000000003,-49094.34893330462,221.25956390197098
0.70725,0.2625,-49078.091968349225,205.00259894657938
0.70725,0.26875000000000004,-49062.55291831461,189.46354891196825
0.70725,0.275,-49047.72007784815,174.63070844550384
0.70725,0.28125,-49033.582111400676,160.4927419980304
0.70725,0.28750000000000003,-49020.128037077375,147.03866767472937
0.70725,0.29375,-49007.34721140053,134.25784199788177
0.70725,0.30000000000000004,-48995.229314921555,122.13994551890937
0.70725,0.30625,-48983.76433862431,110.67496922166174
0.70725,0.3125,-48972.942571066684,99.85320166403835
0.70725,0.31875000000000003,-48962.75458621135,89.6652168087021
0.70725,0.325,-48953.19123190077,80.1018624981225
0.70725,0.33125000000000004,-48944.24361893462,71.15424953197362
0.70725,0.3375,-48935.90311071127,62.81374130862241
0.70725,0.34375,-48928.16131339765,55.0719439950044
0.70725,0.35000000000000003,-48921.01006659477,47.92069719212304
0.70725,0.35625,-48914.44143446811,41.352065065468196
0.70725,0.36250000000000004,-48908.44769731474,35.358327912093955
0.70725,0.36875,-48903.0213435409,29.93197413825692
0.70725,0.375,-48898.15506202565,25.065692623007635
0.70725,0.38125000000000003,-48893.841734847774,20.752365445128817
0.70725,0.3875,-48890.074430354915,16.985060952269123
0.70725,0.39375000000000004,-48886.846396555324,13.757027152678347
0.70725,0.4,-48884.151054813745,11.061685411099461
0.70725,0.40625,-48881.981993834415,8.892624431769946
0.70725,0.41250000000000003,-48880.33296391516,7.24359451251803
0.70725,0.41875,-48879.197871457785,6.108502055139979
0.70725,0.42500000000000004,-48878.57077372052,5.481404317877605
0.70725,0.43125,-48878.445873799894,5.3565043972485
0.70725,0.4375,-48878.81751582929,5.728146426641615
0.70725,0.44375000000000003,-48879.68018038324,6.590810980596871
0.70725,0.45,-48881.02848007632,7.939110673672985
0.70725,0.45625000000000004,-48882.85715534676,9.76778594411735
0.70725,0.4625,-48885.16107041524,12.07170101259544
0.70725,0.46875,-48887.935209410076,14.845840007430525
0.70725,0.47500000000000003,-48891.17467265023,18.085303247586126
0.70725,0.48125,-48894.874673078564,21.78530367591884
0.70725,0.48750000000000004,-48899.03053283758,25.941163434938062
0.70725,0.49375,-48903.63767998114,30.548310578495148
0.70725,0.5,-48908.691645315084,35.60227591243893
0.70725,0.5062500000000001,-48914.18805936097,41.09868995832221
0.70725,0.5125,-48920.122649436875,47.03328003422939
0.70725,0.51875,-48926.491236849775,53.401867447129916
0.70725,0.525,-48933.28973419437,60.20036479172268
0.70725,0.53125,-48940.51414275333,67.42477335068543
0.70725,0.5375000000000001,-48948.16054999442,75.07118059177446
0.70725,0.54375,-48956.22512715996,83.13575775731442
0.70725,0.55,-48964.704126944685,91.61475754204002
0.70725,0.55625,-48973.59388125774,100.50451185509155
0.70725,0.5625,-48982.8907990654,109.80142966275162
0.70725,0.5687500000000001,-48992.591364310785,119.50199490813975
0.70725,0.575,-49002.69213390729,129.60276450464153
0.70725,0.58125,-49013.189735802414,140.10036639976897
0.70725,0.5875,-49024.08086710927,150.99149770662189
0.70725,0.59375,-49035.36229230251,162.27292289986508
0.70725,0.6000000000000001,-49047.03084147631,173.94147207366768
0.70725,0.60625,-49059.08340866155,185.9940392589051
0.70725,0.6125,-49071.51695019993,198.4275807972881
0.70725,0.61875,-49084.32848317253,211.2391137698869
0.70725,0.625,-49097.51508388073,224.42571447808587
0.70725,0.6312500000000001,-49111.0738863772,237.98451697455312
0.70725,0.6375,-49125.00208104515,251.91271164250793
0.70725,0.64375,-49139.29691322376,266.2075438211177
0.70725,0.65,-49153.955681877975,280.8663124753293
0.70725,0.65625,-49168.97573831104,295.8863689083955
0.70725,0.6625000000000001,-49184.35448491799,311.2651155153435
0.70725,0.66875,-49200.089373978524,327.00000457587885
0.70725,0.675,-49216.17790648784,343.08853708519746
0.70725,0.68125,-49232.617631023866,359.52826162122074
0.70725,0.6875,-49249.40614264955,376.316773246901
0.70725,0.6937500000000001,-49266.54108184897,393.45171244632365
0.70725,0.7,-49284.02013349591,410.9307640932675
0.70725,0.70625,-49301.84102585371,428.7516564510661
0.70725,0.7125000000000001,-49320.001529605215,446.9121602025698
0.70725,0.71875,-49338.49945691186,465.41008750921173
0.70725,0.7250000000000001,-49357.33266050069,484.2432910980424
0.70725,0.73125,-49376.499032778374,503.409663375729
0.70725,0.7375,-49395.99650497116,522.9071355685155
0.70725,0.7437500000000001,-49415.82304629004,542.7336768873938
0.70725,0.75,-49435.97666312004,562.8872937173946
0.70725,0.7562500000000001,-49456.45539823285,583.3660288302053
0.70725,0.7625,-49477.257330022076,604.1679606194302
0.70725,0.76875,-49498.38057176019,625.2912023575482
0.70725,0.7750000000000001,-49519.82327087653,646.7339014738827
0.70725,0.78125,-49541.58360825553,668.4942388528871
0.70725,0.7875000000000001,-49563.65979755474,690.5704281520957
0.70725,0.79375,-49586.05008454154,712.9607151388918
0.70725,0.8,-49608.75274644838,735.6633770457338
0.70725,0.8062500000000001,-49631.766091345664,758.6767219430185
0.70725,0.8125,-49655.08845753172,781.9990881290723
0.70725,0.8187500000000001,-49678.71821293937,805.6288435367242
0.70725,0.825,-49702.65375455851,829.5643851558634
0.70725,0.83125,-49726.89350787425,853.8041384716053
0.70725,0.8375000000000001,-49751.435926319915,878.3465569172695
0.70725,0.84375,-49776.27949074477,903.1901213421224
0.70725,0.8500000000000001,-49801.42270889559,928.3333394929432
0.70725,0.85625,-49826.864114912074,953.7747455094286
0.70725,0.8625,-49852.60226883524,979.5128994325933
0.70725,0.8687500000000001,-49878.63575612875,1005.546386726106
0.70725,0.875,-49904.963187212576,1031.8738178099302
0.70725,0.8812500000000001,-49931.58319700859,1058.4938276059474
0.70725,0.8875,-49958.49444449794,1085.4050750952956
0.70725,0.89375,-49985.695612289564,1112.606242886919
0.70725,0.9000000000000001,-50013.1854061997,1140.0960367970547
0.70725,0.90625,-50040.962554842044,1167.873185439399
0.70725,0.9125000000000001,-50069.02580922815,1195.9364398255057
0.70725,0.91875,-50097.3739423778,1224.284572975157
0.70725,0.925,-50126.00574893912,1252.916379536473
0.70725,0.9312500000000001,-50154.920044818085,1281.83067541544
0.70725,0.9375,-50184.11566681712,1311.0262974144716
0.70725,0.9437500000000001,-50213.59147228261,1340.5021028799674
0.70725,0.95,-50243.34633876104,1370.2569693583937
0.7103333333333334,0.2,-49287.824094266325,414.73472486367973
0.7103333333333334,0.20625000000000002,-49264.251031392116,391.1616619894703
0.7103333333333334,0.21250000000000002,-49241.51539875293,368.42602935028117
0.7103333333333334,0.21875,-49219.60140658694,346.51203718429315
0.7103333333333334,0.225,-49198.49382663469,325.40445723204175
0.7103333333333334,0.23125,-49178.17796433158,305.0885949289368
0.7103333333333334,0.23750000000000002,-49158.639632778824,285.5502633761789
0.7103333333333334,0.24375000000000002,-49139.865128353704,266.7757589510584
0.7103333333333334,0.25,-49121.84120783345,248.75183843080595
0.7103333333333334,0.25625000000000003,-49104.55506691817,231.46569751552306
0.7103333333333334,0.2625,-49087.99432004815,214.90495064550487
0.7103333333333334,0.26875000000000004,-49072.14698142061,199.05761201796122
0.7103333333333334,0.275,-49057.001447118746,183.9120777161006
0.7103333333333334,0.28125,-49042.54647827366,169.4571088710145
0.7103333333333334,0.28750000000000003,-49028.771185186,155.68181578335498
0.7103333333333334,0.29375,-49015.66501234093,142.57564293828182
0.7103333333333334,0.30000000000000004,-49003.21772425474,130.12835485209507
0.7103333333333334,0.30625,-48991.41939209693,118.33002269428107
0.7103333333333334,0.3125,-48980.26038103575,107.17101163310144
0.7103333333333334,0.31875000000000003,-48969.73133825949,96.64196885684214
0.7103333333333334,0.325,-48959.823181629494,86.73381222684839
0.7103333333333334,0.33125000000000004,-48950.52708892408,77.43771952143288
0.7103333333333334,0.3375,-48941.834487635824,68.7451182331788
0.7103333333333334,0.34375,-48933.73704528758,60.64767588493123
0.7103333333333334,0.35000000000000003,-48926.22666023474,53.13729083209182
0.7103333333333334,0.35625,-48919.29545292414,46.20608352149429
0.7103333333333334,0.36250000000000004,-48912.93575758187,39.84638817922678
0.7103333333333334,0.36875,-48907.14011430414,34.05074490149127
0.7103333333333334,0.375,-48901.90126152751,28.81189212486788
0.7103333333333334,0.38125000000000003,-48897.21212885616,24.122759453515755
0.7103333333333334,0.3875,-48893.06583022548,19.97646082283609
0.7103333333333334,0.39375000000000004,-48889.45565738279,16.36628798014135
0.7103333333333334,0.4,-48886.3750736672,13.285704264555534
0.7103333333333334,0.40625,-48883.81770807181,10.72833866916335
0.7103333333333334,0.41250000000000003,-48881.77734957255,8.687980169903312
0.7103333333333334,0.41875,-48880.247941709225,7.158572306580027
0.7103333333333334,0.42500000000000004,-48879.22357740475,6.134208002105879
0.7103333333333334,0.43125,-48878.6984940101,5.609124607457488
0.7103333333333334,0.4375,-48878.66706856275,5.577699160101474
0.7103333333333334,0.44375000000000003,-48879.12381324743,6.034443844786438
0.7103333333333334,0.45,-48880.06337104871,6.974001646063698
0.7103333333333334,0.45625000000000004,-48881.48051158541,8.39114218276518
0.7103333333333334,0.4625,-48883.3701271176,10.280757714957872
0.7103333333333334,0.46875,-48885.72722871748,12.637859314832895
0.7103333333333334,0.47500000000000003,-48888.54694259583,15.457573193183634
0.7103333333333334,0.48125,-48891.82450657645,18.735137173804105
0.7103333333333334,0.48750000000000004,-48895.55526671122,22.465897308575222
0.7103333333333334,0.49375,-48899.734674028885,26.645304626239522
0.7103333333333334,0.5,-48904.358281411216,31.268912008570624
0.7103333333333334,0.5062500000000001,-48909.421740590435,36.33237118778925
0.7103333333333334,0.5125,-48914.920799262094,41.83142985944869
0.7103333333333334,0.51875,-48920.85129830806,47.76192890541279
0.7103333333333334,0.525,-48927.20916912439,54.11979972174595
0.7103333333333334,0.53125,-48933.99043104942,60.90106164677127
0.7103333333333334,0.5375000000000001,-48941.191188887286,68.10181948464015
0.7103333333333334,0.54375,-48948.80763052267,75.718261120026
0.7103333333333334,0.55,-48956.83602462272,83.74665522007126
0.7103333333333334,0.55625,-48965.27271842207,92.1833490194258
0.7103333333333334,0.5625,-48974.114135587544,101.02476618489891
0.7103333333333334,0.5687500000000001,-48983.356774158805,110.26740475615952
0.7103333333333334,0.575,-48992.99720456185,119.90783515920339
0.7103333333333334,0.58125,-49003.03206769206,129.9426982894147
0.7103333333333334,0.5875,-49013.45807306394,140.36870366129733
0.7103333333333334,0.59375,-49024.27199702473,151.18262762208178
0.7103333333333334,0.6000000000000001,-49035.47068102899,162.38131162634818
0.7103333333333334,0.60625,-49047.051029972026,173.9616605693809
0.7103333333333334,0.6125,-49059.01001057925,185.9206411766063
0.7103333333333334,0.61875,-49071.34464984956,198.255280446916
0.7103333333333334,0.625,-49084.052033550324,210.96266414767888
0.7103333333333334,0.6312500000000001,-49097.12930476193,224.03993535928748
0.7103333333333334,0.6375,-49110.57366247,237.48429306735488
0.7103333333333334,0.64375,-49124.38236020322,251.29299080057535
0.7103333333333334,0.65,-49138.55270471513,265.4633353124882
0.7103333333333334,0.65625,-49153.08205470805,279.99268530540576
0.7103333333333334,0.6625000000000001,-49167.96781959756,294.87845019491215
0.7103333333333334,0.66875,-49183.207458315934,310.1180889132884
0.7103333333333334,0.675,-49198.798478153076,325.70910875043046
0.7103333333333334,0.68125,-49214.738433633465,341.64906423081993
0.7103333333333334,0.6875,-49231.02492542784,357.93555602519336
0.7103333333333334,0.6937500000000001,-49247.65559929821,374.5662298955649
0.7103333333333334,0.7,-49264.628145075054,391.5387756724085
0.7103333333333334,0.70625,-49281.94029566547,408.8509262628213
0.7103333333333334,0.7125000000000001,-49299.58982609113,426.5004566884818
0.7103333333333334,0.71875,-49317.57455255497,444.4851831523265
0.7103333333333334,0.7250000000000001,-49335.89233153558,462.8029621329333
0.7103333333333334,0.73125,-49354.54105890832,481.45168950567313
0.7103333333333334,0.7375,-49373.51866909207,500.4292996894219
0.7103333333333334,0.7437500000000001,-49392.82313422097,519.7337648183238
0.7103333333333334,0.75,-49412.45246334001,539.3630939373616
0.7103333333333334,0.7562500000000001,-49432.40470162375,559.3153322211074
0.7103333333333334,0.7625,-49452.67792961739,579.5885602147464
0.7103333333333334,0.76875,-49473.270262499376,600.1808930967309
0.7103333333333334,0.7750000000000001,-49494.17984936477,621.0904799621276
0.7103333333333334,0.78125,-49515.40487252883,642.3155031261849
0.7103333333333334,0.7875000000000001,-49536.943546849856,663.8541774472105
0.7103333333333334,0.79375,-49558.79411907091,685.7047496682644
0.7103333333333334,0.8,-49580.95486717967,707.8654977770275
0.7103333333333334,0.8062500000000001,-49603.4240997858,730.3347303831542
0.7103333333333334,0.8125,-49626.20015551521,753.1107861125638
0.7103333333333334,0.8187500000000001,-49649.28140242089,776.1920330182475
0.7103333333333334,0.825,-49672.66623740946,799.576868006814
0.7103333333333334,0.83125,-49696.353085683135,823.2637162804895
0.7103333333333334,0.8375000000000001,-49720.340400196554,847.2510307939083
0.7103333333333334,0.84375,-49744.626661128015,871.5372917253699
0.7103333333333334,0.8500000000000001,-49769.21037536461,896.1210059619625
0.7103333333333334,0.85625,-49794.09007600084,921.0007065981918
0.7103333333333334,0.8625,-49819.26432185038,946.1749524477345
0.7103333333333334,0.8687500000000001,-49844.73169697044,971.6423275677953
0.7103333333333334,0.875,-49870.49081019836,997.4014407957147
0.7103333333333334,0.8812500000000001,-49896.54029470023,1023.450925297584
0.7103333333333334,0.8875,-49922.87880753089,1049.7894381282458
0.7103333333333334,0.89375,-49949.505029205226,1076.4156598025802
0.7103333333333334,0.9000000000000001,-49976.41766328023,1103.328293877581
0.7103333333333334,0.90625,-50003.61543594762,1130.526066544975
0.7103333333333334,0.9125000000000001,-50031.097095636644,1158.0077262339983
0.7103333333333334,0.91875,-50058.86141262679,1185.7720432241476
0.7103333333333334,0.925,-50086.907178670095,1213.8178092674498
0.7103333333333334,0.9312500000000001,-50115.23320662276,1242.1438372201155
0.7103333333333334,0.9375,-50143.838330085884,1270.7489606832387
0.7103333333333334,0.9437500000000001,-50172.72140305491,1299.6320336522622
0.7103333333333334,0.95,-50201.88129957767,1328.7919301750226
0.7134166666666667,0.2,-49300.77714731551,427.68777791286266
0.7134166666666667,0.20625000000000002,-49276.9489875009,403.85961809825676
0.7134166666666667,0.21250000000000002,-49253.95254814805,380.8631787454069
0.7134166666666667,0.21875,-49231.77220060796,358.68283120531123
0.7134166666666667,0.225,-49210.39286934475,337.303499942107
0.7134166666666667,0.23125,-49189.80000467125,316.71063526860235
0.7134166666666667,0.23750000000000002,-49169.97955721983,296.89018781718187
0.7134166666666667,0.24375000000000002,-49150.917954014,277.82858461135766
0.7134166666666667,0.25,-49132.6020760181,259.51270661545277
0.7134166666666667,0.25625000000000003,-49115.019237053726,241.9298676510807
0.7134166666666667,0.2625,-49098.15716398155,225.06779457890661
0.7134166666666667,0.26875000000000004,-49082.003978055494,208.91460865284898
0.7134166666666667,0.275,-49066.54817736495,193.4588079623063
0.7134166666666667,0.28125,-49051.77862028735,178.68925088470132
0.7134166666666667,0.28750000000000003,-49037.684509880186,164.59514047754055
0.7134166666666667,0.29375,-49024.25537914733,151.16600974468747
0.7134166666666667,0.30000000000000004,-49011.481077119846,138.39170771720092
0.7134166666666667,0.30625,-48999.351755696356,126.26238629371073
0.7134166666666667,0.3125,-48987.85785719229,114.76848778964631
0.7134166666666667,0.31875000000000003,-48976.99010255147,103.90073314882466
0.7134166666666667,0.325,-48966.73948017684,93.65011077419331
0.7134166666666667,0.33125000000000004,-48957.097235340814,84.00786593816883
0.7134166666666667,0.3375,-48948.05486013836,74.96549073571805
0.7134166666666667,0.34375,-48939.604083948856,66.5147145462106
0.7134166666666667,0.35000000000000003,-48931.736864375365,58.64749497271987
0.7134166666666667,0.35625,-48924.44537863195,51.35600922930462
0.7134166666666667,0.36250000000000004,-48917.72201535211,44.63264594946668
0.7134166666666667,0.36875,-48911.559366793124,38.469997390478966
0.7134166666666667,0.375,-48905.95022141292,32.86085201027163
0.7134166666666667,0.38125000000000003,-48900.88755679772,27.798187395077548
0.7134166666666667,0.3875,-48896.36453292028,23.27516351763188
0.7134166666666667,0.39375000000000004,-48892.37448570963,19.28511630698631
0.7134166666666667,0.4,-48888.91092091509,15.821551512446604
0.7134166666666667,0.40625,-48885.96750824775,12.878138845102512
0.7134166666666667,0.41250000000000003,-48883.538075784236,10.448706381590455
0.7134166666666667,0.41875,-48881.616604618495,8.527235215849942
0.7134166666666667,0.42500000000000004,-48880.19722374803,7.107854345384112
0.7134166666666667,0.43125,-48879.27420518206,6.1848357794151525
0.7134166666666667,0.4375,-48878.84195925991,5.752589857263956
0.7134166666666667,0.44375000000000003,-48878.895030168525,5.80566076588002
0.7134166666666667,0.45,-48879.42809164882,6.338722246175166
0.7134166666666667,0.45625000000000004,-48880.435942881,7.346573478353093
0.7134166666666667,0.4625,-48881.913504539974,8.824135137328994
0.7134166666666667,0.46875,-48883.855815012066,10.76644560942077
0.7134166666666667,0.47500000000000003,-48886.25802676509,13.168657362446538
0.7134166666666667,0.48125,-48889.11540286411,16.026033461464976
0.7134166666666667,0.48750000000000004,-48892.423313625826,19.33394422318088
0.7134166666666667,0.49375,-48896.17723340483,23.087864002183778
0.7134166666666667,0.5,-48900.37273750524,27.283368102594977
0.7134166666666667,0.5062500000000001,-48905.00549921207,31.91612980942591
0.7134166666666667,0.5125,-48910.071286936276,36.98191753363062
0.7134166666666667,0.51875,-48915.56596146844,42.47659206579556
0.7134166666666667,0.525,-48921.48547333596,48.39610393331532
0.7134166666666667,0.53125,-48927.82586025897,54.73649085632496
0.7134166666666667,0.5375000000000001,-48934.58324470046,61.49387529781234
0.7134166666666667,0.54375,-48941.75383150644,68.66446210379218
0.7134166666666667,0.55,-48949.33390563201,76.24453622936562
0.7134166666666667,0.55625,-48957.31982994959,84.23046054694714
0.7134166666666667,0.5625,-48965.7080431356,92.61867373295536
0.7134166666666667,0.5687500000000001,-48974.49505763228,101.40568822963542
0.7134166666666667,0.575,-48983.67745768133,110.58808827868779
0.7134166666666667,0.58125,-48993.251897426264,120.1625280236185
0.7134166666666667,0.5875,-49003.21509908057,130.1257296779222
0.7134166666666667,0.59375,-49013.5638511589,140.47448175625323
0.7134166666666667,0.6000000000000001,-49024.295006768705,151.20563736605982
0.7134166666666667,0.60625,-49035.40548195968,162.3161125570332
0.7134166666666667,0.6125,-49046.89225412866,173.80288472601387
0.7134166666666667,0.61875,-49058.75236047782,185.6629910751726
0.7134166666666667,0.625,-49070.982896523885,197.89352712123946
0.7134166666666667,0.6312500000000001,-49083.581014656294,210.49164525364904
0.7134166666666667,0.6375,-49096.54392274247,223.45455333982682
0.7134166666666667,0.64375,-49109.86888277817,236.77951337552804
0.7134166666666667,0.65,-49123.55320958132,250.4638401786724
0.7134166666666667,0.65625,-49137.5942695274,264.5049001247535
0.7134166666666667,0.6625000000000001,-49151.98947932506,278.9001099224115
0.7134166666666667,0.66875,-49166.73630483016,293.64693542751775
0.7134166666666667,0.675,-49181.83225989689,308.7428904942426
0.7134166666666667,0.68125,-49197.27490526451,324.1855358618632
0.7134166666666667,0.6875,-49213.061847478435,339.9724780757897
0.7134166666666667,0.6937500000000001,-49229.19073784435,356.10136844170484
0.7134166666666667,0.7,-49245.65927141402,372.56990201137523
0.7134166666666667,0.70625,-49262.465186001864,389.3758165992185
0.7134166666666667,0.7125000000000001,-49279.60626123088,406.5168918282361
0.7134166666666667,0.71875,-49297.08031760712,423.990948204475
0.7134166666666667,0.7250000000000001,-49314.88521562148,441.7958462188326
0.7134166666666667,0.73125,-49333.01885487793,459.92948547528795
0.7134166666666667,0.7375,-49351.47917324726,478.3898038446132
0.7134166666666667,0.7437500000000001,-49370.26414604529,497.1747766426415
0.7134166666666667,0.75,-49389.37178523495,516.2824158323056
0.7134166666666667,0.7562500000000001,-49408.800138651044,535.7107692483987
0.7134166666666667,0.7625,-49428.54728924732,555.4579198446736
0.7134166666666667,0.76875,-49448.61135436468,575.5219849620335
0.7134166666666667,0.7750000000000001,-49468.990485020084,595.9011156174383
0.7134166666666667,0.78125,-49489.682865215334,616.5934958126891
0.7134166666666667,0.7875000000000001,-49510.686711265116,637.5973418624708
0.7134166666666667,0.79375,-49532.00027114352,658.9109017408773
0.7134166666666667,0.8,-49553.62182384863,680.5324544459872
0.7134166666666667,0.8062500000000001,-49575.549678784446,702.4603093818005
0.7134166666666667,0.8125,-49597.78217515959,724.6928057569457
0.7134166666666667,0.8187500000000001,-49620.31768140225,747.2283119996064
0.7134166666666667,0.825,-49643.15459459086,770.0652251882129
0.7134166666666667,0.83125,-49666.291339899966,793.2019704973209
0.7134166666666667,0.8375000000000001,-49689.72637006093,816.6370006582874
0.7134166666666667,0.84375,-49713.458164836615,840.3687954339694
0.7134166666666667,0.8500000000000001,-49737.485230510254,864.3958611076087
0.7134166666666667,0.85625,-49761.80609938731,888.7167299846624
0.7134166666666667,0.8625,-49786.419329310535,913.3299599078891
0.7134166666666667,0.8687500000000001,-49811.323503187494,938.2341337848484
0.7134166666666667,0.875,-49836.51722853024,963.4278591275943
0.7134166666666667,0.8812500000000001,-49861.99913700677,988.9097676041274
0.7134166666666667,0.8875,-49887.767884003915,1014.6785146012699
0.7134166666666667,0.89375,-49913.82214820132,1040.7327787986724
0.7134166666666667,0.9000000000000001,-49940.16063115616,1067.0712617535173
0.7134166666666667,0.90625,-49966.78205689827,1093.6926874956262
0.7134166666666667,0.9125000000000001,-49993.68517153537,1120.5958021327242
0.7134166666666667,0.91875,-50020.868742868144,1147.7793734654988
0.7134166666666667,0.925,-50048.33156001482,1175.2421906121745
0.7134166666666667,0.9312500000000001,-50076.07243304493,1202.9830636422848
0.7134166666666667,0.9375,-50104.090192622185,1231.0008232195396
0.7134166666666667,0.9437500000000001,-50132.38368965592,1259.294320253277
0.7134166666666667,0.95,-50160.9517949611,1287.8624255584582
0.7165,0.2,-49313.96716125611,440.87779185346153
0.7165,0.20625000000000002,-49289.886545230285,416.7971758276399
0.7165,0.21250000000000002,-49266.63192011879,393.5425507161417
0.7165,0.21875,-49244.187818919585,371.0984495169396
0.7165,0.225,-49222.53931936757,349.4499499649246
0.7165,0.23125,-49201.672017209916,328.5826478072704
0.7165,0.23750000000000002,-49181.572001174325,308.48263177167973
0.7165,0.24375000000000002,-49162.22582949942,289.13646009677177
0.7165,0.25,-49143.620507908185,270.5311385055393
0.7165,0.25625000000000003,-49125.74346891641,252.65409951376205
0.7165,0.2625,-49108.58255237721,235.49318297456193
0.7165,0.26875000000000004,-49092.12598717162,219.03661776897206
0.7165,0.275,-49076.362373962795,203.27300456014927
0.7165,0.28125,-49061.28066893839,188.19129953574156
0.7165,0.28750000000000003,-49046.87016847207,173.7807990694273
0.7165,0.29375,-49033.120494640665,160.03112523801974
0.7165,0.30000000000000004,-49020.02158153857,146.93221213592187
0.7165,0.30625,-49007.56366233603,134.47429293338791
0.7165,0.3125,-48995.73725703177,122.64788762912212
0.7165,0.31875000000000003,-48984.533160854415,111.44379145176936
0.7165,0.325,-48973.94243327096,100.85306386831508
0.7165,0.33125000000000004,-48963.95638756326,90.86701816061395
0.7165,0.3375,-48954.566580936735,81.47721153408929
0.7165,0.34375,-48945.764805128216,72.67543572557042
0.7165,0.35000000000000003,-48937.54307748193,64.45370807928703
0.7165,0.35625,-48929.89363246539,56.80426306274603
