p_start,p_end,e_start,e_end,override_path_rmse,override_path_max_abs,delta_p,delta_e,trajectory_trend_pattern
0.6,0.6022542559144358,0.9,0.2961388614517314,0.0003613909125998904,0.000812968875056802,0.002254255914435843,-0.6038611385482686,disengagement_only
0.6,0.5960771703112028,0.9,0.2858094882943574,0.0003681514040062386,0.0009304210324216355,-0.0039228296887972025,-0.6141905117056425,disengagement_only
0.6,0.5964776761362139,0.9,0.28608271120327433,0.00037893322275245583,0.0009306405785689392,-0.0035223238637860366,-0.6139172887967257,disengagement_only
0.6,0.6080510496667529,0.9,0.2992543581436127,0.00042660330345325033,0.0006158168214679682,0.008051049666752963,-0.6007456418563873,disengagement_only
0.6,0.5989161844817545,0.9,0.28805115277627535,0.0004339868344388556,0.0008466296782809746,-0.0010838155182454345,-0.6119488472237247,disengagement_only
0.6,0.6018638496857683,0.9,0.29622564216271224,0.00043821139332251045,0.0009189521781434729,0.0018638496857683595,-0.6037743578372878,disengagement_only
0.6,0.8823566258269343,0.9,0.9143553806489673,0.00044031151356786194,0.000631973642910344,0.2823566258269343,0.014355380648967242,improvement_only
0.6,0.5953570844341151,0.9,0.28465571493505903,0.0004472125810232988,0.0011246999539798186,-0.00464291556588492,-0.615344285064941,disengagement_only
0.6,0.8799981719030175,0.9,0.8947099599659534,0.0004474090360346026,0.0005666167353992058,0.27999817190301757,-0.00529004003404665,improvement_only
0.6,0.8752863591321675,0.9,0.8800552627499344,0.0004494472404713493,0.0010289798152082474,0.2752863591321675,-0.019944737250065625,improvement_only
0.6,0.5958709587003695,0.9,0.28501055065853875,0.0004607578523409702,0.0011231660748741157,-0.0041290412996304315,-0.6149894493414613,disengagement_only
0.6,0.6068799930997519,0.9,0.2971035332840821,0.0004638954929332137,0.0006627348583207182,0.006879993099751958,-0.6028964667159179,disengagement_only
0.6,0.8809738768219588,0.9,0.8986728061762881,0.0004669612978181583,0.0007373938509507849,0.28097387682195885,-0.0013271938237119363,improvement_only
0.6,0.8833991762880599,0.9,0.910507185749642,0.00046940486815401594,0.001178806644669475,0.2833991762880599,0.010507185749641934,improvement_only
0.6,0.5905327173713866,0.9,0.2820632209455741,0.000472317944192063,0.0009324053635033636,-0.009467282628613405,-0.6179367790544259,disengagement_only
